study_id,phase,sponsor_type,no_of_locations,no_of_conditions,enrollment,allocation,intervention_model,masking,no_of_arms,no_of_drug_interventions,no_of_behavioral_interventions,no_of_procedural_interventions,no_of_biological_interventions,no_of_device_interventions,no_of_dietary_interventions,no_of_other_interventions,adverseEventDataAvailable,no_of_combination_product_interventions,no_of_diagnostic_test_interventions,no_of_genetic_interventions,no_of_radiation_interventions,min_age,max_age,gender,total_dropout_rate,start_date,end_date,no_of_primary_outcomes,no_of_secondary_outcomes,has_result
NCT02436369,,OTHER,,1,70.0,RANDOMIZED,PARALLEL,NONE,2.0,0,0,0,0,0,2,0,0,0,0,0,0,20.0,65.0,ALL,-1.0,2015-04-19,2015-05-03,2.0,5.0,False
NCT00862602,,OTHER,1.0,1,60.0,RANDOMIZED,PARALLEL,NONE,2.0,0,1,0,0,0,0,0,0,0,0,0,0,18.0,99.0,FEMALE,-1.0,2009-03-16,2017-05-19,2.0,3.0,False
NCT05919706,,OTHER,1.0,6,64.0,RANDOMIZED,PARALLEL,NONE,2.0,0,1,0,0,0,0,0,0,0,0,0,0,18.0,,ALL,-1.0,2023-06-13,2023-06-24,2.0,,False
NCT03829982,,OTHER,1.0,3,14.0,RANDOMIZED,CROSSOVER,NONE,2.0,0,2,0,0,0,0,0,0,0,0,0,0,40.0,75.0,ALL,-1.0,2019-01-10,2020-09-23,1.0,7.0,False
NCT02506582,,OTHER,,2,60.0,RANDOMIZED,PARALLEL,DOUBLE,2.0,0,0,0,0,0,2,0,0,0,0,0,0,20.0,70.0,ALL,-1.0,2015-05-06,2015-07-22,1.0,,False
NCT05104047,,OTHER,2.0,3,44.0,RANDOMIZED,PARALLEL,TRIPLE,4.0,0,0,0,0,0,0,3,0,0,0,0,0,18.0,75.0,ALL,-1.0,2021-10-16,2023-08-24,1.0,1.0,False
NCT04178603,,OTHER,1.0,3,21.0,NON_RANDOMIZED,PARALLEL,NONE,2.0,0,0,0,0,0,0,1,0,0,0,0,0,25.0,40.0,MALE,-1.0,2019-11-18,2022-01-05,1.0,1.0,False
NCT00474838,PHASE4,OTHER,8.0,3,112.0,RANDOMIZED,PARALLEL,NONE,2.0,2,0,0,0,0,0,0,0,0,0,0,0,25.0,70.0,ALL,-1.0,2007-05-16,2013-09-25,2.0,2.0,False
NCT04971317,,OTHER,1.0,3,326.0,RANDOMIZED,PARALLEL,NONE,3.0,0,3,0,0,0,0,0,0,0,0,0,0,12.0,12.0,ALL,-1.0,2021-07-14,2021-07-14,6.0,,False
NCT01447251,,FED,1.0,2,70.0,RANDOMIZED,PARALLEL,NONE,4.0,0,1,0,0,0,0,0,0,0,0,0,0,18.0,,ALL,-1.0,2011-09-30,2014-10-10,1.0,1.0,False
NCT02432924,,OTHER,1.0,3,57.0,RANDOMIZED,PARALLEL,NONE,2.0,0,1,0,0,0,0,0,0,0,0,0,0,40.0,70.0,ALL,-1.0,2015-04-23,2015-11-18,1.0,5.0,False
NCT03125772,,OTHER,1.0,2,1830.0,RANDOMIZED,PARALLEL,SINGLE,2.0,0,0,0,0,2,0,0,0,0,0,0,0,18.0,,ALL,-1.0,2015-09-02,2017-04-21,1.0,12.0,False
NCT00237640,PHASE2,OTHER,1.0,1,85.0,RANDOMIZED,PARALLEL,DOUBLE,2.0,1,0,0,0,0,0,0,0,0,0,0,0,18.0,,ALL,-1.0,2005-10-10,2008-09-19,1.0,,False
NCT03030300,PHASE4,OTHER,3.0,1,170.0,,SINGLE_GROUP,NONE,1.0,1,0,0,0,0,0,0,0,0,0,0,0,18.0,78.0,ALL,-1.0,2017-01-02,2017-01-24,2.0,,False
NCT03913793,,OTHER,,3,37.0,NON_RANDOMIZED,PARALLEL,NONE,3.0,0,0,0,0,0,0,1,0,0,0,0,0,20.0,70.0,ALL,-1.0,2019-04-09,2019-04-10,5.0,,False
NCT00624767,PHASE2,INDUSTRY,1.0,1,18.0,RANDOMIZED,CROSSOVER,NONE,2.0,2,0,0,0,0,0,0,0,0,0,0,0,18.0,65.0,ALL,-1.0,2008-02-07,2008-05-16,1.0,1.0,False
NCT03593135,,OTHER,1.0,2,126.0,RANDOMIZED,PARALLEL,SINGLE,2.0,0,0,0,0,0,1,1,0,0,0,0,0,30.0,60.0,ALL,-1.0,2018-06-24,2018-07-18,1.0,2.0,False
NCT03060538,PHASE1,INDUSTRY,18.0,2,154.0,RANDOMIZED,PARALLEL,DOUBLE,2.0,1,0,0,0,0,0,1,0,0,0,0,0,18.0,75.0,ALL,-1.0,2017-02-17,2020-03-25,1.0,2.0,False
NCT04416503,,OTHER,1.0,3,48.0,RANDOMIZED,PARALLEL,SINGLE,2.0,0,0,0,0,0,0,1,0,0,0,0,0,65.0,,ALL,-1.0,2020-05-26,2020-06-01,3.0,,False
NCT04998032,PHASE2,OTHER,1.0,1,620.0,RANDOMIZED,PARALLEL,DOUBLE,2.0,0,0,0,1,0,0,1,0,0,0,0,0,18.0,75.0,ALL,-1.0,2021-07-28,2024-08-05,1.0,14.0,False
NCT02845791,,OTHER,1.0,3,318.0,RANDOMIZED,PARALLEL,NONE,2.0,0,1,0,0,0,0,0,0,0,0,0,0,12.0,14.0,ALL,-1.0,2016-05-05,2019-01-14,1.0,16.0,False
NCT02974504,PHASE4,INDUSTRY,1.0,1,207.0,RANDOMIZED,PARALLEL,QUADRUPLE,2.0,2,0,0,0,0,0,0,0,0,0,0,0,20.0,,ALL,-1.0,2016-11-23,2018-07-19,1.0,2.0,False
NCT03419195,,OTHER,1.0,4,124.0,NON_RANDOMIZED,PARALLEL,NONE,2.0,0,0,0,0,0,0,1,0,0,0,0,0,30.0,55.0,ALL,-1.0,2018-01-18,2023-07-10,3.0,,False
NCT04858321,,OTHER,1.0,1,17.0,,SINGLE_GROUP,NONE,1.0,0,0,1,0,0,0,0,0,0,0,0,0,35.0,,ALL,-1.0,2021-04-14,2023-04-20,1.0,12.0,False
NCT03317028,PHASE2,INDUSTRY,13.0,1,201.0,RANDOMIZED,PARALLEL,DOUBLE,4.0,1,0,0,0,0,0,0,0,0,0,0,0,18.0,75.0,ALL,-1.0,2017-10-18,2020-06-08,1.0,,False
NCT04066400,,OTHER,2.0,3,40.0,RANDOMIZED,PARALLEL,SINGLE,2.0,0,0,0,0,0,0,1,0,0,0,0,0,18.0,75.0,ALL,-1.0,2019-08-17,2023-12-27,1.0,1.0,False
NCT05335629,,OTHER,1.0,3,54.0,RANDOMIZED,PARALLEL,NONE,2.0,1,0,0,0,0,0,0,0,0,0,0,0,18.0,75.0,ALL,-1.0,2022-03-28,2024-01-31,1.0,1.0,False
NCT02001480,,OTHER,3.0,2,60.0,,SINGLE_GROUP,NONE,1.0,0,0,0,0,2,0,0,0,0,0,0,0,18.0,,ALL,-1.0,2013-10-23,2016-01-19,1.0,1.0,False
NCT01577095,PHASE2,OTHER,1.0,1,49.0,RANDOMIZED,PARALLEL,SINGLE,2.0,1,0,0,0,0,0,1,0,0,0,0,0,20.0,65.0,ALL,-1.0,2012-03-27,2012-04-12,1.0,2.0,False
NCT00320502,PHASE2,INDUSTRY,4.0,2,60.0,RANDOMIZED,PARALLEL,DOUBLE,,1,0,0,0,0,0,0,0,0,0,0,0,30.0,75.0,ALL,-1.0,2006-04-30,2008-08-21,2.0,2.0,False
NCT01208558,PHASE2,OTHER,1.0,5,105.0,RANDOMIZED,FACTORIAL,NONE,5.0,0,3,0,0,0,0,0,0,0,0,0,0,20.0,90.0,ALL,-1.0,2010-09-23,2017-06-19,1.0,7.0,False
NCT05189015,PHASE4,OTHER,1.0,3,80.0,RANDOMIZED,PARALLEL,QUADRUPLE,2.0,1,0,0,0,0,0,0,0,0,0,0,0,30.0,,ALL,-1.0,2021-12-27,2023-08-10,1.0,13.0,False
NCT01313949,,OTHER,15.0,1,75.0,NON_RANDOMIZED,PARALLEL,NONE,2.0,0,0,0,0,0,0,1,0,0,0,0,0,18.0,75.0,ALL,-1.0,2011-03-07,2014-07-21,1.0,2.0,False
NCT00985179,,OTHER,1.0,4,1000.0,RANDOMIZED,PARALLEL,QUADRUPLE,2.0,0,1,0,0,0,0,0,0,0,0,0,0,40.0,70.0,ALL,-1.0,2009-09-24,2012-11-12,1.0,6.0,False
NCT06434922,,OTHER,1.0,4,60.0,RANDOMIZED,PARALLEL,NONE,2.0,0,0,0,0,2,0,0,0,0,0,0,0,18.0,60.0,ALL,-1.0,2024-05-18,2024-05-29,2.0,2.0,False
NCT00060918,PHASE4,INDUSTRY,50.0,1,1210.0,RANDOMIZED,PARALLEL,DOUBLE,,2,0,0,0,0,0,0,0,0,0,0,0,30.0,80.0,ALL,-1.0,2003-05-15,2015-04-14,1.0,1.0,False
NCT01429506,,OTHER,1.0,2,30.0,RANDOMIZED,PARALLEL,NONE,2.0,1,0,1,0,0,0,0,0,0,0,0,0,20.0,70.0,ALL,-1.0,2011-09-04,2015-10-23,1.0,1.0,False
NCT04256304,,OTHER,2.0,4,59.0,RANDOMIZED,PARALLEL,SINGLE,2.0,0,1,0,0,0,0,0,0,0,0,0,0,18.0,65.0,ALL,-1.0,2020-02-03,2022-11-24,3.0,,False
NCT01884363,,OTHER,1.0,2,26.0,RANDOMIZED,PARALLEL,NONE,2.0,0,0,0,0,0,0,1,0,0,0,0,0,30.0,,ALL,-1.0,2013-06-19,2016-03-16,1.0,1.0,False
NCT01074762,,OTHER,1.0,3,1470.0,RANDOMIZED,PARALLEL,NONE,1.0,0,1,0,0,0,0,0,0,0,0,0,0,40.0,,ALL,-1.0,2010-02-23,2010-02-23,5.0,4.0,False
NCT04433598,,OTHER,1.0,3,208.0,RANDOMIZED,PARALLEL,TRIPLE,2.0,0,1,0,0,0,0,0,0,0,0,0,0,20.0,64.0,ALL,-1.0,2020-06-09,2020-06-15,1.0,20.0,False
NCT05165693,,INDUSTRY,1.0,1,24.0,RANDOMIZED,CROSSOVER,NONE,2.0,0,0,0,0,0,0,2,0,0,0,0,0,21.0,75.0,ALL,-1.0,2021-11-29,2022-07-20,1.0,7.0,False
NCT03719911,,OTHER,1.0,1,72.0,,SINGLE_GROUP,NONE,1.0,0,1,0,0,0,0,0,0,0,0,0,0,18.0,,ALL,-1.0,2018-09-25,2019-09-03,1.0,,False
NCT03289494,,INDUSTRY,1.0,1,9.0,RANDOMIZED,CROSSOVER,SINGLE,2.0,0,0,0,0,0,0,2,0,0,0,0,0,18.0,75.0,ALL,-1.0,2017-09-13,2020-05-25,1.0,20.0,False
NCT01645332,PHASE3,INDUSTRY,1.0,2,104.0,RANDOMIZED,PARALLEL,QUADRUPLE,2.0,2,0,0,0,0,0,1,0,0,0,0,0,18.0,60.0,ALL,-1.0,2012-07-18,2014-10-07,1.0,14.0,False
NCT00697580,,OTHER,1.0,4,104.0,RANDOMIZED,FACTORIAL,NONE,4.0,0,3,0,0,0,0,0,0,0,0,0,0,14.0,18.0,ALL,-1.0,2008-06-11,2017-03-29,1.0,1.0,False
NCT02303730,PHASE4,OTHER,5.0,2,76.0,RANDOMIZED,PARALLEL,NONE,2.0,2,0,0,0,0,0,0,0,0,0,0,0,18.0,70.0,ALL,-1.0,2014-11-23,2019-08-24,1.0,4.0,False
NCT02175537,,OTHER,1.0,5,64.0,RANDOMIZED,PARALLEL,NONE,2.0,0,1,0,0,0,0,0,0,0,0,0,0,18.0,,ALL,-1.0,2014-06-18,2014-12-18,3.0,2.0,False
NCT03889977,,OTHER,1.0,4,6.0,RANDOMIZED,CROSSOVER,NONE,2.0,0,0,0,0,0,0,1,0,0,0,0,0,30.0,55.0,ALL,-1.0,2019-03-22,2020-01-14,3.0,11.0,False
NCT06180109,PHASE1,INDUSTRY,1.0,1,36.0,RANDOMIZED,CROSSOVER,NONE,2.0,2,0,0,0,0,0,0,0,0,0,0,0,18.0,45.0,ALL,-1.0,2023-12-06,2023-12-21,3.0,,False
NCT01441323,,OTHER,1.0,4,62.0,RANDOMIZED,FACTORIAL,NONE,3.0,0,2,0,0,0,0,0,0,0,0,0,0,14.0,18.0,ALL,-1.0,2011-09-23,2017-03-29,1.0,1.0,False
NCT02963662,,OTHER,,3,100.0,NON_RANDOMIZED,PARALLEL,QUADRUPLE,3.0,0,0,2,0,0,0,0,0,0,0,0,0,14.0,65.0,ALL,-1.0,2016-08-17,2016-11-10,5.0,5.0,False
NCT05762471,PHASE1,INDUSTRY,4.0,2,142.0,RANDOMIZED,PARALLEL,TRIPLE,5.0,2,0,0,0,0,0,0,0,0,0,0,0,18.0,75.0,ALL,-1.0,2023-01-25,2024-04-24,1.0,4.0,False
NCT02908152,PHASE2,OTHER,1.0,2,50.0,RANDOMIZED,PARALLEL,QUADRUPLE,2.0,0,0,0,0,0,2,0,0,0,0,0,0,30.0,65.0,ALL,-1.0,2016-09-05,2020-09-26,1.0,4.0,False
NCT01795248,PHASE4,OTHER,1.0,1,105.0,RANDOMIZED,PARALLEL,TRIPLE,3.0,2,0,0,0,0,0,0,0,0,0,0,0,18.0,,FEMALE,-1.0,2013-02-18,2020-11-03,1.0,1.0,False
NCT05892861,,OTHER,1.0,2,40.0,RANDOMIZED,CROSSOVER,NONE,2.0,0,1,0,0,0,0,1,0,0,0,0,0,20.0,,ALL,-1.0,2023-05-14,2023-06-08,1.0,1.0,False
NCT02324010,PHASE2,OTHER,1.0,2,14.0,RANDOMIZED,CROSSOVER,DOUBLE,2.0,2,0,0,0,0,0,0,0,0,0,0,0,40.0,80.0,ALL,-1.0,2014-12-16,2017-07-05,1.0,9.0,False
NCT04558827,,OTHER,3.0,1,20.0,,SINGLE_GROUP,NONE,1.0,0,0,0,0,0,0,2,0,0,0,0,0,18.0,80.0,ALL,-1.0,2020-09-09,2022-03-11,2.0,7.0,False
NCT00233259,,OTHER,1.0,3,273.0,RANDOMIZED,PARALLEL,NONE,2.0,0,5,0,0,0,0,1,0,0,0,0,0,30.0,75.0,FEMALE,-1.0,2005-10-03,2011-10-24,2.0,1.0,False
NCT01403571,PHASE2,OTHER,1.0,3,77.0,RANDOMIZED,PARALLEL,TRIPLE,2.0,0,0,0,0,0,2,0,0,0,0,0,0,35.0,75.0,ALL,-1.0,2011-07-25,2016-10-04,1.0,9.0,False
NCT02062034,PHASE2,OTHER,1.0,2,61.0,RANDOMIZED,PARALLEL,DOUBLE,3.0,3,0,0,0,0,0,0,0,0,0,0,0,30.0,75.0,ALL,-1.0,2013-07-17,2014-02-11,1.0,2.0,False
NCT02739971,,OTHER_GOV,1.0,3,75.0,RANDOMIZED,PARALLEL,SINGLE,2.0,0,2,0,0,0,0,0,0,0,0,0,0,65.0,,ALL,-1.0,2016-04-05,2021-03-18,1.0,2.0,False
NCT06241638,,OTHER,1.0,1,80.0,RANDOMIZED,PARALLEL,SINGLE,2.0,2,0,0,0,0,0,0,0,0,0,0,0,18.0,80.0,ALL,-1.0,2024-01-18,2024-01-26,1.0,,False
NCT04858854,,OTHER,12.0,3,100.0,RANDOMIZED,PARALLEL,TRIPLE,2.0,0,0,0,0,0,0,1,0,0,0,0,0,18.0,90.0,ALL,-1.0,2021-04-09,2024-03-01,1.0,13.0,False
NCT04217759,,OTHER,1.0,3,71.0,RANDOMIZED,PARALLEL,SINGLE,2.0,0,1,0,0,0,0,0,0,0,0,0,0,18.0,29.0,ALL,-1.0,2019-12-27,2020-01-02,1.0,33.0,False
NCT02655770,PHASE4,OTHER,1.0,4,40.0,RANDOMIZED,PARALLEL,TRIPLE,2.0,2,0,0,0,0,0,0,0,0,0,0,0,18.0,80.0,ALL,-1.0,2016-01-12,2021-01-13,2.0,2.0,False
NCT05925829,PHASE1,OTHER,1.0,3,39.0,,SINGLE_GROUP,NONE,1.0,0,0,0,1,0,0,0,0,0,0,0,0,18.0,,ALL,-1.0,2023-06-09,2023-06-22,2.0,,False
NCT00295256,,OTHER,1.0,4,100.0,RANDOMIZED,SINGLE_GROUP,NONE,,0,1,0,0,0,0,0,0,0,0,0,0,15.0,,FEMALE,-1.0,2006-02-22,2017-12-05,1.0,,False
NCT03297879,PHASE4,OTHER,,1,230.0,NON_RANDOMIZED,PARALLEL,NONE,2.0,1,0,0,0,0,0,0,0,0,0,0,0,20.0,65.0,ALL,-1.0,2017-09-26,2017-09-29,1.0,,False
NCT02474823,,OTHER,1.0,2,45.0,,SINGLE_GROUP,NONE,1.0,0,0,0,0,0,0,3,0,0,0,0,0,18.0,70.0,ALL,-1.0,2015-06-09,2017-01-16,1.0,2.0,False
NCT03098654,,OTHER,1.0,3,214.0,RANDOMIZED,PARALLEL,NONE,2.0,1,1,0,0,0,0,0,0,0,1,0,0,18.0,,ALL,-1.0,2017-03-22,2024-10-28,3.0,5.0,False
NCT05231031,,OTHER,1.0,2,60.0,RANDOMIZED,PARALLEL,SINGLE,2.0,0,3,0,0,0,0,0,0,0,0,0,0,45.0,65.0,ALL,-1.0,2022-01-16,2022-01-28,2.0,1.0,False
NCT00562133,PHASE3,OTHER,1.0,1,15.0,RANDOMIZED,CROSSOVER,NONE,2.0,2,0,0,0,0,0,0,0,0,0,0,0,40.0,70.0,ALL,-1.0,2007-11-20,2007-11-20,1.0,1.0,False
NCT06145360,PHASE4,OTHER,1.0,4,150.0,RANDOMIZED,SINGLE_GROUP,DOUBLE,2.0,2,0,0,0,0,0,0,0,0,0,0,0,20.0,70.0,ALL,-1.0,2023-11-17,2024-04-05,1.0,3.0,False
NCT01034618,,OTHER,1.0,1,,,CROSSOVER,DOUBLE,3.0,0,0,0,0,0,1,0,0,0,0,0,0,40.0,70.0,MALE,-1.0,2009-12-16,2009-12-16,1.0,1.0,False
NCT02242149,PHASE3,OTHER,1.0,2,84.0,RANDOMIZED,PARALLEL,QUADRUPLE,2.0,2,0,0,0,0,0,0,0,0,0,0,0,30.0,75.0,ALL,-1.0,2014-09-14,2018-05-02,1.0,2.0,False
NCT00854984,,OTHER,2.0,3,49.0,RANDOMIZED,PARALLEL,SINGLE,2.0,0,1,0,0,0,0,0,0,0,0,0,0,35.0,,ALL,-1.0,2009-03-02,2024-05-21,1.0,3.0,False
NCT00414986,,OTHER,1.0,4,1565.0,RANDOMIZED,SINGLE_GROUP,NONE,3.0,0,3,0,0,0,0,0,0,0,0,0,0,18.0,,ALL,-1.0,2006-12-21,2012-11-21,2.0,1.0,False
NCT05093517,EARLY_PHASE1,OTHER,1.0,3,4.0,RANDOMIZED,PARALLEL,SINGLE,2.0,2,0,0,0,0,0,0,0,0,0,0,0,18.0,70.0,ALL,-1.0,2021-10-14,2024-08-07,7.0,,False
NCT04861324,,OTHER,1.0,3,45.0,RANDOMIZED,PARALLEL,SINGLE,2.0,0,1,0,0,0,0,0,0,0,0,0,0,18.0,45.0,FEMALE,-1.0,2021-04-22,2023-02-16,4.0,2.0,False
NCT05896319,,OTHER,1.0,3,36.0,RANDOMIZED,PARALLEL,DOUBLE,2.0,0,0,0,0,1,0,0,0,0,0,0,0,18.0,,ALL,-1.0,2023-05-02,2023-05-30,2.0,1.0,False
NCT03657537,PHASE1,OTHER,1.0,3,18.0,RANDOMIZED,CROSSOVER,DOUBLE,2.0,2,0,0,0,0,0,0,0,0,0,0,0,35.0,70.0,ALL,-1.0,2018-08-20,2019-02-19,1.0,1.0,False
NCT02056366,PHASE4,OTHER,3.0,2,91.0,RANDOMIZED,PARALLEL,NONE,2.0,1,0,0,0,0,0,0,0,0,0,0,0,20.0,80.0,ALL,-1.0,2014-02-03,2014-02-04,1.0,1.0,False
NCT05154045,,INDUSTRY,3.0,1,26.0,RANDOMIZED,CROSSOVER,NONE,2.0,0,0,0,0,0,0,2,0,0,0,0,0,21.0,75.0,ALL,-1.0,2021-11-29,2022-07-20,1.0,7.0,False
NCT04126291,,OTHER,1.0,1,65.0,,SINGLE_GROUP,NONE,1.0,0,1,0,0,0,0,0,0,0,0,0,0,18.0,,ALL,-1.0,2019-10-11,2022-05-11,2.0,2.0,False
NCT03281486,,INDUSTRY,1.0,3,30.0,RANDOMIZED,CROSSOVER,TRIPLE,2.0,0,0,0,0,2,0,0,0,0,0,0,0,18.0,,ALL,-1.0,2017-09-11,2021-08-09,1.0,,False
NCT03559621,,OTHER,7.0,4,240.0,RANDOMIZED,SINGLE_GROUP,NONE,2.0,0,1,0,0,0,0,0,0,0,0,0,0,18.0,,FEMALE,-1.0,2018-05-23,2023-09-14,1.0,22.0,False
NCT00732602,,OTHER,1.0,1,8.0,RANDOMIZED,CROSSOVER,SINGLE,3.0,0,0,0,0,0,0,3,0,0,0,0,0,18.0,,ALL,-1.0,2008-08-11,2009-02-12,1.0,,False
NCT01507038,PHASE2,INDUSTRY,1.0,1,84.0,RANDOMIZED,PARALLEL,DOUBLE,4.0,4,0,0,0,0,0,0,0,0,0,0,0,20.0,75.0,ALL,-1.0,2012-01-05,2015-02-16,1.0,3.0,False
NCT01436916,PHASE4,OTHER,1.0,2,50.0,RANDOMIZED,PARALLEL,SINGLE,2.0,2,0,0,0,0,0,0,0,0,0,0,0,20.0,,ALL,-1.0,2011-09-13,2015-10-23,1.0,4.0,False
NCT01418716,,OTHER_GOV,1.0,5,759.0,RANDOMIZED,PARALLEL,NONE,2.0,0,0,0,0,0,0,2,0,0,0,0,0,18.0,,ALL,-1.0,2011-08-16,2017-02-15,1.0,7.0,False
NCT02845024,,OTHER,,1,24.0,RANDOMIZED,PARALLEL,TRIPLE,2.0,2,0,0,0,0,0,0,0,0,0,0,0,35.0,60.0,ALL,-1.0,2016-05-24,2016-09-30,1.0,1.0,False
NCT00456352,PHASE4,INDUSTRY,1.0,1,37.0,NON_RANDOMIZED,SINGLE_GROUP,NONE,,0,0,1,0,0,0,0,0,0,0,0,0,20.0,60.0,ALL,-1.0,2007-04-02,2014-08-21,1.0,1.0,False
NCT03792685,,OTHER,1.0,5,150.0,RANDOMIZED,CROSSOVER,SINGLE,3.0,0,0,0,0,0,0,4,0,0,0,0,0,18.0,65.0,MALE,-1.0,2018-12-26,2021-02-17,6.0,5.0,False
NCT02302443,PHASE1,INDUSTRY,1.0,1,100.0,NON_RANDOMIZED,PARALLEL,NONE,6.0,0,0,0,2,0,0,0,0,0,0,0,0,18.0,70.0,ALL,-1.0,2014-11-19,2017-11-07,1.0,2.0,False
NCT05437848,PHASE1,INDUSTRY,2.0,1,16.0,RANDOMIZED,PARALLEL,TRIPLE,2.0,1,0,0,0,0,0,1,0,0,0,0,0,18.0,74.0,ALL,-1.0,2022-02-23,2023-11-03,10.0,13.0,False
NCT03667300,PHASE2,OTHER,1.0,3,209.0,RANDOMIZED,PARALLEL,TRIPLE,2.0,2,0,0,0,0,0,0,0,0,0,0,0,20.0,,ALL,-1.0,2018-02-20,2019-09-19,1.0,18.0,False
NCT01631084,,OTHER,1.0,1,20834.0,RANDOMIZED,PARALLEL,NONE,2.0,0,0,0,0,0,0,2,0,0,0,0,0,18.0,,ALL,-1.0,2012-06-27,2022-04-12,1.0,1.0,False
NCT04254016,PHASE4,OTHER_GOV,1.0,1,22.0,,SINGLE_GROUP,NONE,1.0,0,0,0,0,0,1,0,0,0,0,0,0,21.0,75.0,ALL,-1.0,2020-01-31,2020-01-31,1.0,4.0,False
NCT01429818,PHASE4,INDUSTRY,1.0,2,16.0,RANDOMIZED,PARALLEL,DOUBLE,2.0,2,0,0,0,0,0,0,0,0,0,0,0,18.0,,ALL,-1.0,2011-09-05,2011-09-06,3.0,3.0,False
NCT03196024,,OTHER,1.0,3,526.0,RANDOMIZED,PARALLEL,TRIPLE,2.0,0,2,0,0,0,0,0,0,0,0,0,0,18.0,,ALL,-1.0,2017-06-20,2024-03-11,7.0,1.0,False
NCT00651105,PHASE3,INDUSTRY,2.0,2,63.0,RANDOMIZED,CROSSOVER,QUADRUPLE,2.0,2,0,0,0,0,0,0,0,0,0,0,0,30.0,75.0,ALL,-1.0,2008-03-28,2016-11-16,1.0,1.0,False
NCT00677599,,OTHER,1.0,2,152.0,RANDOMIZED,PARALLEL,DOUBLE,2.0,0,0,0,0,0,2,0,0,0,0,0,0,,70.0,FEMALE,-1.0,2008-05-12,2011-05-12,1.0,,False
NCT00724087,,OTHER,1.0,4,12.0,RANDOMIZED,CROSSOVER,NONE,2.0,0,0,0,0,0,0,2,0,0,0,0,0,21.0,40.0,ALL,-1.0,2008-07-25,2013-09-04,1.0,5.0,False
NCT00721019,,OTHER,1.0,4,11.0,RANDOMIZED,CROSSOVER,NONE,2.0,0,0,0,0,0,0,2,0,0,0,0,0,21.0,40.0,ALL,-1.0,2008-07-21,2013-09-04,1.0,3.0,False
NCT00994513,PHASE2,OTHER,1.0,3,70.0,RANDOMIZED,CROSSOVER,QUADRUPLE,2.0,0,0,0,0,0,2,0,0,0,0,0,0,18.0,60.0,ALL,-1.0,2009-10-13,2010-09-23,3.0,4.0,False
NCT06032429,,OTHER,1.0,1,70.0,NON_RANDOMIZED,PARALLEL,NONE,2.0,0,0,0,0,0,0,1,0,0,0,0,0,45.0,80.0,ALL,-1.0,2021-03-23,2023-09-04,1.0,1.0,False
NCT02919397,,OTHER,,1,200.0,RANDOMIZED,PARALLEL,SINGLE,2.0,0,2,0,0,1,0,0,0,0,0,0,0,18.0,65.0,ALL,-1.0,2016-09-20,2018-08-08,2.0,11.0,False
NCT01035879,PHASE2,INDUSTRY,14.0,1,100.0,RANDOMIZED,PARALLEL,TRIPLE,5.0,5,0,0,0,0,0,0,0,0,0,0,0,18.0,70.0,ALL,-1.0,2009-12-17,2015-03-30,1.0,1.0,False
NCT00795860,,OTHER,1.0,1,36.0,RANDOMIZED,PARALLEL,NONE,2.0,0,2,0,0,0,0,0,0,0,0,0,0,18.0,45.0,FEMALE,-1.0,2008-11-20,2017-10-12,1.0,3.0,False
NCT05816941,,OTHER,,6,24.0,RANDOMIZED,PARALLEL,SINGLE,2.0,0,0,2,0,0,0,0,0,0,0,0,0,40.0,75.0,ALL,-1.0,2023-03-17,2023-05-17,10.0,4.0,False
NCT02021890,,OTHER,2.0,2,100.0,NON_RANDOMIZED,PARALLEL,NONE,2.0,0,2,0,0,0,0,0,0,0,0,0,0,40.0,70.0,ALL,-1.0,2013-12-20,2013-12-20,4.0,4.0,False
NCT03193229,,OTHER,1.0,2,430.0,RANDOMIZED,PARALLEL,NONE,2.0,0,1,0,0,1,0,0,0,0,0,0,0,21.0,80.0,ALL,-1.0,2017-06-13,2018-10-15,1.0,1.0,False
NCT00136773,PHASE4,INDUSTRY,,1,332.0,RANDOMIZED,PARALLEL,DOUBLE,,1,0,0,0,0,0,0,0,0,0,0,0,21.0,85.0,ALL,-1.0,2005-08-25,2011-03-08,1.0,5.0,False
NCT04885712,PHASE3,INDUSTRY,1.0,1,378.0,RANDOMIZED,PARALLEL,TRIPLE,3.0,6,0,0,0,0,0,0,0,0,0,0,0,19.0,,ALL,-1.0,2021-05-09,2023-05-22,1.0,,False
NCT04722289,,OTHER_GOV,,3,20.0,,SINGLE_GROUP,NONE,1.0,0,1,0,0,0,0,0,0,0,0,0,0,,,ALL,-1.0,2021-01-08,2021-01-20,14.0,,False
NCT00486941,PHASE3,OTHER,1.0,4,151.0,RANDOMIZED,PARALLEL,NONE,,0,1,0,0,0,0,0,0,0,0,0,0,18.0,65.0,ALL,-1.0,2007-06-14,2007-07-18,4.0,3.0,False
NCT04573296,,INDUSTRY,1.0,4,100.0,RANDOMIZED,PARALLEL,NONE,2.0,0,1,0,0,1,0,0,0,0,0,0,0,18.0,65.0,ALL,-1.0,2020-09-29,2023-08-30,1.0,13.0,False
NCT05633784,,OTHER,3.0,2,163.0,RANDOMIZED,PARALLEL,SINGLE,2.0,0,0,0,0,0,0,10,0,0,0,0,0,18.0,,ALL,-1.0,2022-11-17,2024-10-30,1.0,7.0,False
