no_of_locations,no_of_conditions,enrollment,no_of_arms,adverseEventDataAvailable,min_age,max_age,total_dropout_rate,no_of_primary_outcomes,no_of_secondary_outcomes,has_result,phase_MISSING,phase_PHASE1,phase_PHASE2,phase_PHASE3,phase_PHASE4,sponsor_FED,sponsor_INDIV,sponsor_INDUSTRY,sponsor_NIH,sponsor_OTHER,sponsor_OTHER_GOV,allocation_encoded,intervention_model_CROSSOVER,intervention_model_FACTORIAL,intervention_model_PARALLEL,intervention_model_SEQUENTIAL,intervention_model_SINGLE_GROUP,masking_DOUBLE,masking_NONE,masking_QUADRUPLE,masking_TRIPLE,male,female,trail_length,no_of_interventions,no_of_types_of_interventions
1,1,427,2,1,18,78,21,3,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2626,7,1
27,1,291,2,1,18,69,5,1,8,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,923,3,1
93,1,1441,4,1,18,69,5,1,43,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1905,4,1
30,1,270,2,1,18,69,0,1,7,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1582,3,1
1,1,45,2,1,18,75,11,4,13,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1599,3,1
93,1,518,2,1,18,69,19,1,7,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1654,3,1
7,1,1299,2,1,20,69,10,1,4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1064,2,1
1,1,438,5,1,29,87,0,1,56,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,411,5,1
129,1,961,2,1,18,69,3,1,10,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1337,2,1
54,1,406,4,1,18,69,0,1,8,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1512,2,1
7,1,139,1,1,20,69,10,1,3,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1217,2,1
1,1,108,2,1,18,69,5,1,13,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1114,2,1
18,1,92,3,1,18,69,4,1,9,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1078,4,1
66,1,521,4,1,18,69,4,1,53,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1806,2,1
2,1,20,1,1,18,70,0,1,4,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,2887,1,1
20,1,417,5,1,18,79,8,1,2,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1439,2,1
109,1,375,6,1,18,75,0,1,26,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,4681,6,1
1,1,380,2,1,18,69,10,3,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2941,4,1
9,1,80,2,1,18,75,25,3,4,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1101,2,1
44,1,493,2,1,18,69,8,1,10,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1035,3,1
57,1,420,2,1,18,85,13,1,8,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1686,2,1
1,1,480,2,1,65,85,16,4,4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2444,4,1
1,1,54,2,1,40,77,4,3,4,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,2732,2,2
122,1,1444,4,1,18,69,8,1,8,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1032,2,1
1,2,12,2,1,60,80,25,5,14,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1452,1,1
156,1,1369,2,1,18,69,10,1,19,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,2320,3,1
3,1,61,2,1,18,80,18,11,10,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1029,2,1
1,1,24,2,1,18,70,0,10,4,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,3640,2,1
1242,1,19271,2,1,50,130,1,1,4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,2298,2,1
1,1,480,6,1,20,69,5,1,16,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,411,6,1
1,1,184,2,1,20,69,0,5,8,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1064,3,2
1,1,40,1,1,20,69,7,1,5,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1611,1,1
2,1,48,8,1,18,65,0,8,10,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,452,2,1
1,1,16,2,1,18,69,28,2,4,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,449,2,2
181,1,1606,3,1,18,69,6,1,38,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1148,1,1
1,1,12,6,1,18,64,0,3,3,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1541,5,1
70,1,399,3,1,18,69,11,1,11,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1702,2,1
1,1,56,1,1,18,99,0,3,12,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,681,1,1
21,1,506,6,1,18,75,8,1,11,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,747,4,1
1,1,512,3,1,18,69,4,1,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1977,3,1
1,1,30,4,1,18,70,0,2,2,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1559,2,1
86,1,716,3,1,55,80,27,1,13,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1670,4,1
56,1,312,2,1,20,69,5,1,4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1810,2,1
9,1,78,2,1,18,75,26,1,12,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1446,2,2
57,1,218,2,1,18,75,18,1,4,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1033,3,1
80,1,413,8,1,18,75,20,1,5,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1093,3,1
1,1,122,3,1,25,69,21,1,2,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,3337,2,1
1,1,30,2,1,18,130,0,3,24,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,459,2,2
163,1,361,2,1,18,75,32,1,17,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,3366,1,1
41,1,628,2,1,18,69,0,1,8,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,973,4,1
157,1,250,2,1,18,70,16,1,18,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,3742,2,1
6,1,383,5,1,20,80,6,1,2,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1640,5,1
3,1,224,4,1,20,69,11,1,7,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,775,2,1
103,1,505,2,1,18,69,9,1,7,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1132,3,1
72,1,245,6,1,18,64,11,1,3,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,802,2,1
1,1,5,2,1,18,64,0,10,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,896,2,1
1,1,151,2,1,18,89,1,2,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1633,3,1
208,1,1842,3,1,18,69,10,1,6,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,787,1,1
7,1,47,4,1,18,75,0,1,15,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1337,2,1
16,1,277,4,1,18,75,4,1,6,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,4534,2,1
61,1,466,2,1,18,69,11,1,18,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,2158,2,1
1,1,63,4,1,18,65,2,3,4,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1761,2,1
4,1,71,1,1,20,69,11,1,4,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1680,2,1
50,1,292,4,1,20,69,8,1,5,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,2284,2,1
7,1,146,2,1,20,69,4,1,4,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,797,3,1
18,1,129,2,1,65,69,8,1,8,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1324,2,1
1,1,33,2,1,18,65,9,3,3,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2113,2,1
1,1,288,3,1,26,64,1,1,8,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,322,3,1
9,1,96,4,1,18,69,15,1,7,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1346,4,1
90,1,1554,12,1,18,80,21,2,154,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2468,4,1
7,1,235,2,1,18,69,0,9,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1120,4,3
1,1,312,3,1,20,64,4,1,8,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,322,3,1
64,1,279,3,1,18,80,10,1,3,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1233,4,1
1,1,530,2,1,18,69,17,1,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,3389,2,1
23,1,210,2,1,18,69,10,1,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1909,2,1
1,1,79,2,1,30,69,11,6,6,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,864,1,1
1,1,148,2,1,20,69,0,1,3,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1265,3,1
13,1,231,2,1,18,70,3,2,14,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1453,3,1
18,1,124,1,1,18,69,11,1,13,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,914,1,1
1,1,77,1,1,20,69,5,2,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1039,2,1
136,1,334,3,1,18,70,14,1,17,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,3935,3,2
1,1,53,2,1,20,75,2,1,4,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1319,2,1
61,1,154,3,1,10,17,0,1,15,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2035,2,1
25,1,678,3,1,18,80,4,1,4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1035,5,1
1,1,336,2,1,33,88,0,1,30,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,322,2,1
1,1,642,2,1,18,69,6,3,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1933,6,1
91,1,807,3,1,18,69,19,1,29,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1703,4,1
25,1,484,2,1,30,80,12,1,11,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1180,2,1
17,1,471,2,1,18,69,9,1,10,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1168,2,1
1,1,178,2,1,20,69,0,1,4,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1923,3,1
46,1,167,5,1,18,75,9,1,16,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,2217,2,1
19,1,137,3,1,18,75,26,1,28,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,3494,2,1
101,1,884,3,1,18,69,19,1,29,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1498,3,1
30,1,737,3,1,18,69,8,1,20,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,2606,4,1
1,1,53,2,1,20,75,26,2,7,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1042,2,1
8,1,49,2,1,18,115,4,2,27,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,811,4,1
42,1,72,2,1,10,24,0,1,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2131,2,1
1,1,532,2,1,18,79,16,2,9,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,794,2,1
5,1,50,2,1,30,70,12,6,14,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1273,5,2
3,1,113,2,1,18,80,33,1,3,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1222,2,1
137,1,1186,5,1,18,75,10,1,6,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1557,3,1
42,1,301,6,1,18,70,18,1,6,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,698,6,1
1,1,24,3,1,20,75,0,1,3,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,4453,3,1
11,1,27,3,1,10,17,0,5,3,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,828,3,1
76,1,1117,2,1,18,85,18,1,14,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1281,2,1
5,1,64,2,1,19,54,0,2,13,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,804,3,1
1,1,75,2,1,18,100,21,1,2,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1458,2,1
59,1,261,2,1,18,69,18,1,16,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2942,2,1
141,1,933,4,1,18,69,0,1,10,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,976,6,1
1,1,230,3,1,33,85,6,1,16,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,411,3,1
3,1,82,2,1,18,70,2,1,18,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,702,5,1
76,1,353,2,1,18,69,18,1,13,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1098,2,1
1,1,517,2,1,18,78,20,1,4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,3522,2,1
3,1,68,2,1,18,70,0,1,9,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1950,2,1
3,1,29,2,1,18,75,0,2,4,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1158,2,2
24,1,219,3,1,18,75,3,1,8,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1147,2,1
78,1,810,3,1,18,69,11,1,25,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1787,4,1
48,1,269,3,1,20,74,9,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1141,3,1
1,1,576,4,1,20,64,0,1,30,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,479,4,1
210,1,2274,2,1,18,69,0,1,24,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1505,3,1
1,1,179,2,1,33,85,0,1,59,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,411,2,1
2,1,8,1,1,20,65,0,1,4,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1875,1,1
34,1,262,4,1,18,69,11,1,15,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,2475,2,1
1,1,203,2,1,20,75,5,1,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1546,2,1
89,1,978,4,1,18,69,12,1,46,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1805,5,1
53,1,478,4,1,18,69,10,1,8,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,887,2,1
50,1,286,2,1,18,69,21,1,5,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,807,2,1
1,1,22,10,1,18,65,0,1,4,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1835,5,1
201,1,784,7,1,18,80,22,1,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1174,4,1
1,1,521,3,1,18,75,28,1,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,5323,4,1
1,1,24,2,1,18,69,28,1,2,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1318,2,1
3,1,117,2,1,18,70,2,37,18,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1751,2,1
5,1,292,5,1,18,80,0,6,5,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1455,6,1
38,1,9306,4,1,50,99,13,6,4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,6903,4,1
11,1,113,7,1,18,65,9,2,24,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1222,2,1
127,1,1879,4,1,18,69,5,1,9,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,952,2,1
216,1,2002,4,1,18,69,0,1,7,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1176,2,1
66,1,318,4,1,18,69,8,1,7,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1017,2,1
1,1,462,4,1,20,69,8,1,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1704,4,1
1,1,134,2,1,20,69,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,3866,4,1
67,1,917,4,1,18,69,11,1,9,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1182,2,1
142,1,954,4,1,18,69,17,1,6,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1261,5,1
25,1,159,2,1,20,69,0,1,5,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1243,2,1
1,1,1615,7,1,18,78,25,2,4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,3181,5,1
1,1,329,2,1,18,69,0,5,8,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,2112,5,1
649,1,6991,2,1,18,69,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2081,2,1
6,1,9,2,1,28,65,0,1,4,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1998,2,1
1,1,751,2,1,18,69,19,3,5,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2161,6,1
48,1,475,4,1,18,69,5,1,10,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,866,2,1
35,1,391,2,1,18,69,7,1,7,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2218,5,2
3,1,44,4,1,30,70,11,1,3,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,44,1,1
1,1,324,4,1,20,75,4,1,3,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1874,4,1
1,1,181,2,1,20,69,12,1,3,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,315,1,1
1,1,24,2,1,35,60,17,2,19,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,2030,2,1
15,1,92,10,1,20,70,13,8,7,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,2279,6,1
18,1,494,2,1,18,75,11,1,10,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1844,3,1
2,1,60,3,1,20,74,2,1,4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,454,6,1
26,1,302,2,1,18,69,10,1,7,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1149,2,1
41,1,254,2,1,18,69,20,1,12,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,2173,2,1
1,1,337,3,1,20,74,8,3,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2336,4,1
62,1,497,4,1,18,77,0,1,11,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,3168,2,1
1,1,741,4,1,18,75,69,1,5,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,3986,5,1
1,1,96,2,1,21,80,18,1,4,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,2629,3,2
135,1,1428,4,1,18,69,9,1,9,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1133,2,1
1,1,375,6,1,18,70,0,2,27,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,3120,7,1
4,1,180,2,1,18,69,11,2,10,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1600,3,1
25,1,289,3,1,18,69,8,1,20,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,3069,2,1
1,1,38,2,1,18,75,24,1,4,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1459,2,2
1,1,141,2,1,20,69,3,3,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1024,3,1
1,1,143,2,1,20,69,5,3,4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1024,3,1
1,1,204,2,1,20,75,0,1,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1504,2,1
76,1,507,2,1,18,69,11,1,6,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1512,4,1
1,1,1369,2,1,10,18,0,1,4,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1484,1,1
42,1,226,2,1,55,80,0,3,19,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,3595,2,1
1,1,194,2,1,20,75,0,1,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1672,2,1
1,1,1326,3,1,18,69,24,3,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1946,7,1
1,1,24,2,1,40,79,0,4,4,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,851,2,1
49,1,247,2,1,18,75,2,2,14,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,840,6,1
5,1,272,3,1,20,69,11,1,5,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1027,3,1
26,1,134,1,1,18,69,12,2,9,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,2408,1,1
1,1,14,1,1,35,69,14,1,3,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,635,2,2
30,1,774,3,1,18,69,13,1,21,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,2607,4,1
